MorphemeClassID,LID,Glottocode,Language,MorphemeType,MorphemePosition,MorphemeHostRestriction,Notes
631,1139,chra1242,Chrau,stem,,unrestricted,
632,1139,chra1242,Chrau,formative,prae,restricted,
633,1139,chra1242,Chrau,formative,post,restricted,
634,1139,chra1242,Chrau,formative,in,restricted,
635,541,khmu1256,Khmu,root,,unrestricted,"Pos2: nominalization, causative, resultative, reciprocal (often realized as minor syllables)Pos3: verbalizing prefix kn- which operates on words of different word classes; a number of preposed particles such as the negator pə́Pos4: nominalization, causative"
636,541,khmu1256,Khmu,formative,prae,restricted,"Pos2: nominalization, causative, resultative, reciprocal (often realized as minor syllables)Pos3: verbalizing prefix kn- which operates on words of different word classes; a number of preposed particles such as the negator pə́Pos4: nominalization, causative"
637,541,khmu1256,Khmu,formative,prae,unrestricted,"Pos2: nominalization, causative, resultative, reciprocal (often realized as minor syllables)Pos3: verbalizing prefix kn- which operates on words of different word classes; a number of preposed particles such as the negator pə́Pos4: nominalization, causative"
638,541,khmu1256,Khmu,formative,in,restricted,"Pos2: nominalization, causative, resultative, reciprocal (often realized as minor syllables)Pos3: verbalizing prefix kn- which operates on words of different word classes; a number of preposed particles such as the negator pə́Pos4: nominalization, causative"
639,632,wayu1241,Hayu,root,,unrestricted,
640,632,wayu1241,Hayu,formative,post,restricted,
641,632,wayu1241,Hayu,formative,post,unrestricted,
642,886,hame1242,Hamer,root,,unrestricted,Needs rechecking!!!
643,886,hame1242,Hamer,formative,post,restricted,Needs rechecking!!!
644,662,apat1240,Apatani,formative,prae,restricted,"post-posed semi-restricted include case enclitics, which have phrasal scope"
645,662,apat1240,Apatani,formative,post,restricted,"post-posed semi-restricted include case enclitics, which have phrasal scope"
646,662,apat1240,Apatani,formative,post,semi-restricted,"post-posed semi-restricted include case enclitics, which have phrasal scope"
647,662,apat1240,Apatani,stem,,unrestricted,"post-posed semi-restricted include case enclitics, which have phrasal scope"
648,2944,rabh1238,Rabha,stem,,unrestricted,"There is good (but not fantastic) evidence of interposition and bipartites, hence the fourth morpheme type entry"
649,2944,rabh1238,Rabha,formative,prae,restricted,"There is good (but not fantastic) evidence of interposition and bipartites, hence the fourth morpheme type entry"
650,2944,rabh1238,Rabha,formative,post,restricted,"There is good (but not fantastic) evidence of interposition and bipartites, hence the fourth morpheme type entry"
651,2944,rabh1238,Rabha,stem part,,unrestricted,"There is good (but not fantastic) evidence of interposition and bipartites, hence the fourth morpheme type entry"
