LID,Glottocode,Language,NPStructureID,NPStructureExample,NPStructureType,NPStructureMarkingAssignmentType,NPStructureMarkingType,NPStructureIsOvertlyMarked,NPStructureMarkerID,NPStructureAgreementCategory,NPStructureAgreementMacrocategory,NPStructureWordOrder,NPStructureHasAlienability,NPStructureAlienabilityType,NPStructureDependentPoSConstraints,NPStructureDependentSemConstraints,NPStructureDependentSemConstraintsBinned,NPStructureHeadlessness,NPStructureHeadSemConstraints,NPStructureHeadSemConstraintsBinned,NPStructureHeadAdditionalConstraintsNotes
635,sant1410,Santali,807,,Governed,government,,TRUE,,,,Dependent-Head,TRUE,alienable,N,,,,,,
635,sant1410,Santali,807,,Governed,government,,TRUE,,,,Dependent-Head,TRUE,alienable,Pro,,,,,,
635,sant1410,Santali,808,,Dep-driven agreement,agreement/class marker,,TRUE,,,,Dependent-Head,TRUE,inalienable,Pro,,,,kin terms,kin,
635,sant1410,Santali,808,,Dep-driven agreement,agreement/class marker,,TRUE,,,,Dependent-Head,TRUE,inalienable,Pro,,,,body parts,parts,
635,sant1410,Santali,809,,Juxtaposition,,juxtaposition,FALSE,,,,Dependent-Head,TRUE,inalienable,Pro,,,,kin terms,kin,
635,sant1410,Santali,809,,Juxtaposition,,juxtaposition,FALSE,,,,Dependent-Head,TRUE,inalienable,Pro,,,,body parts,parts,
635,sant1410,Santali,810,,Dep-driven agr. + Governed,mixed,,TRUE,,,,Dependent-Head,TRUE,inalienable,Pro,,,,kin terms,kin,
635,sant1410,Santali,810,,Dep-driven agr. + Governed,mixed,,TRUE,,,,Dependent-Head,TRUE,inalienable,Pro,,,,body parts,parts,
635,sant1410,Santali,811,"hOpOn-ta-m  (son -ta- 2sg) ‘your son’hOpOn-me  (son-2sg) id.; this type chiefly for kin terms (Neukom 32).",Dep-driven agreement,agreement/class marker,,TRUE,,,,Dependent-Head,TRUE,inalienable,Pro,,,,kin terms,kin,
2833,olde1238,English (Old),812,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2833,olde1238,English (Old),812,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2833,olde1238,English (Old),812,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2833,olde1238,English (Old),812,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2833,olde1238,English (Old),812,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2833,olde1238,English (Old),812,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2853,nort2627,Low German (Old),813,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2853,nort2627,Low German (Old),813,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2853,nort2627,Low German (Old),813,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2853,nort2627,Low German (Old),813,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2853,nort2627,Low German (Old),813,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2853,nort2627,Low German (Old),813,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2832,goth1244,Gothic,814,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2832,goth1244,Gothic,814,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2832,goth1244,Gothic,814,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2832,goth1244,Gothic,814,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2832,goth1244,Gothic,814,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2832,goth1244,Gothic,814,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2854,oldh1241,High German (Old),815,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2854,oldh1241,High German (Old),815,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2854,oldh1241,High German (Old),815,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2854,oldh1241,High German (Old),815,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2854,oldh1241,High German (Old),815,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2854,oldh1241,High German (Old),815,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2855,olds1250,Old Saxon,816,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2855,olds1250,Old Saxon,816,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2855,olds1250,Old Saxon,816,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2855,olds1250,Old Saxon,816,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2855,olds1250,Old Saxon,816,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2855,olds1250,Old Saxon,816,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2856,oldn1244,Old Norse,817,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2856,oldn1244,Old Norse,817,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2856,oldn1244,Old Norse,817,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2856,oldn1244,Old Norse,817,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2856,oldn1244,Old Norse,817,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2856,oldn1244,Old Norse,817,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2857,oldf1241,Frisian (Old),818,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2857,oldf1241,Frisian (Old),818,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2857,oldf1241,Frisian (Old),818,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2857,oldf1241,Frisian (Old),818,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2857,oldf1241,Frisian (Old),818,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2857,oldf1241,Frisian (Old),818,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
710,faro1244,Faroese,819,,ACAgr+HDAgr,mixed,,TRUE,,Number,number,Dependent-Head,,,Adj,specific,pragmatic,,neutral,neutral,
710,faro1244,Faroese,819,,ACAgr+HDAgr,mixed,,TRUE,,Number,number,Dependent-Head,,,PTCP,specific,pragmatic,,neutral,neutral,
710,faro1244,Faroese,819,,ACAgr+HDAgr,mixed,,TRUE,,Number,number,Dependent-Head,,,Ord,specific,pragmatic,,neutral,neutral,
710,faro1244,Faroese,819,,ACAgr+HDAgr,mixed,,TRUE,,Referential,pragmatic,Dependent-Head,,,Adj,specific,pragmatic,,neutral,neutral,
710,faro1244,Faroese,819,,ACAgr+HDAgr,mixed,,TRUE,,Referential,pragmatic,Dependent-Head,,,PTCP,specific,pragmatic,,neutral,neutral,
710,faro1244,Faroese,819,,ACAgr+HDAgr,mixed,,TRUE,,Referential,pragmatic,Dependent-Head,,,Ord,specific,pragmatic,,neutral,neutral,
710,faro1244,Faroese,819,,ACAgr+HDAgr,mixed,,TRUE,,Gender,classification,Dependent-Head,,,Adj,specific,pragmatic,,neutral,neutral,
710,faro1244,Faroese,819,,ACAgr+HDAgr,mixed,,TRUE,,Gender,classification,Dependent-Head,,,PTCP,specific,pragmatic,,neutral,neutral,
710,faro1244,Faroese,819,,ACAgr+HDAgr,mixed,,TRUE,,Gender,classification,Dependent-Head,,,Ord,specific,pragmatic,,neutral,neutral,
502,nucl1301,Turkish,820,,Attributive nominalizer,,nominalization,TRUE,,,,Dependent-Head,,,Adj,specific,pragmatic,OK,neutral,neutral,
57,chuv1255,Chuvash,821,χur-i χut black-POSS:3SG paper 'the BLACK paper',Attributive nominalizer,,nominalization,TRUE,,,,Dependent-Head,FALSE,neutral,Adj,specific,pragmatic,OK,neutral,neutral,
57,chuv1255,Chuvash,821,χur-i χut black-POSS:3SG paper 'the BLACK paper',Attributive nominalizer,,nominalization,TRUE,,,,Dependent-Head,FALSE,neutral,DEM,specific,pragmatic,OK,neutral,neutral,
611,uigh1240,Uighur,823,uluyï qatun biggest-POSS:3SG woman 'the first wife',Attributive nominalizer,,nominalization,TRUE,,,,Dependent-Head,FALSE,neutral,Adj,specific,pragmatic,OK,neutral,neutral,
464,mode1248,Greek (modern),824,"το αυτοκινητο 	το κοκκινοDEF car ART red'the RED car'",HDAgr+NMLZ,mixed,,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,specific,pragmatic,,neutral,neutral,
464,mode1248,Greek (modern),824,"το αυτοκινητο 	το κοκκινοDEF car ART red'the RED car'",HDAgr+NMLZ,mixed,,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,specific,pragmatic,,neutral,neutral,
464,mode1248,Greek (modern),824,"το αυτοκινητο 	το κοκκινοDEF car ART red'the RED car'",HDAgr+NMLZ,mixed,,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,specific,pragmatic,,neutral,neutral,
651,anii1246,//Ani,825,"n//éù	ngu ‘an old house’old	house",Juxtaposition,,juxtaposition,FALSE,,,,Dependent-Head,,,Adj,,,,,,
2832,goth1244,Gothic,826,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2832,goth1244,Gothic,826,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2832,goth1244,Gothic,826,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2832,goth1244,Gothic,826,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2832,goth1244,Gothic,826,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2832,goth1244,Gothic,826,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2833,olde1238,English (Old),827,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2833,olde1238,English (Old),827,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2833,olde1238,English (Old),827,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2833,olde1238,English (Old),827,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2833,olde1238,English (Old),827,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2833,olde1238,English (Old),827,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2857,oldf1241,Frisian (Old),828,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,,,
2857,oldf1241,Frisian (Old),828,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,,,
2857,oldf1241,Frisian (Old),828,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,,,
2857,oldf1241,Frisian (Old),828,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,,,
2857,oldf1241,Frisian (Old),828,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,,,
2857,oldf1241,Frisian (Old),828,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,,,
2856,oldn1244,Old Norse,829,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2856,oldn1244,Old Norse,829,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2856,oldn1244,Old Norse,829,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2856,oldn1244,Old Norse,829,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2856,oldn1244,Old Norse,829,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2856,oldn1244,Old Norse,829,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2855,olds1250,Old Saxon,830,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2855,olds1250,Old Saxon,830,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2855,olds1250,Old Saxon,830,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2855,olds1250,Old Saxon,830,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2855,olds1250,Old Saxon,830,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2855,olds1250,Old Saxon,830,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2854,oldh1241,High German (Old),831,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2854,oldh1241,High German (Old),831,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2854,oldh1241,High German (Old),831,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2854,oldh1241,High German (Old),831,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2854,oldh1241,High German (Old),831,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2854,oldh1241,High German (Old),831,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2853,nort2627,Low German (Old),832,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,,,
2853,nort2627,Low German (Old),832,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,,,
2853,nort2627,Low German (Old),832,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,,,
2853,nort2627,Low German (Old),832,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,,,
2853,nort2627,Low German (Old),832,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,,,
2853,nort2627,Low German (Old),832,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,,,
2858,oldr1238,Russian (Old),833,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2858,oldr1238,Russian (Old),833,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2858,oldr1238,Russian (Old),833,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2858,oldr1238,Russian (Old),833,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2858,oldr1238,Russian (Old),833,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2858,oldr1238,Russian (Old),833,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2858,oldr1238,Russian (Old),834,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2858,oldr1238,Russian (Old),834,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2858,oldr1238,Russian (Old),834,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2858,oldr1238,Russian (Old),834,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2858,oldr1238,Russian (Old),834,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,neutral,neutral,
2858,oldr1238,Russian (Old),834,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,neutral,neutral,
2859,chur1257,Bulgarian (Old),835,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2859,chur1257,Bulgarian (Old),835,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2859,chur1257,Bulgarian (Old),835,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2859,chur1257,Bulgarian (Old),835,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2859,chur1257,Bulgarian (Old),835,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,specific,pragmatic,
2859,chur1257,Bulgarian (Old),835,,Anti-construct state agreement,construct state,agreeing construct,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,specific,pragmatic,
2859,chur1257,Bulgarian (Old),836,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,,,
2859,chur1257,Bulgarian (Old),836,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,,,
2859,chur1257,Bulgarian (Old),836,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,,,
2859,chur1257,Bulgarian (Old),836,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,,,
2859,chur1257,Bulgarian (Old),836,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,Adj,neutral,neutral,OK,,,
2859,chur1257,Bulgarian (Old),836,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Role,role,Dependent-Head,FALSE,neutral,PTCP,neutral,neutral,OK,,,
687,hopi1249,Hopi,837,"peˑhe vọ̀yo is_new knive (peˑhe 'is new'; pọ̀yo 'knive')qöcá vọ̀yo is_white knive  (qöca 'is white')caˑv vọ̀yo is_short knive (caˑva 'is short')",Construct state + Anti-construct state,mixed,construct marker,TRUE,,,,Dependent-Head,,,Adj,,,,,,
59,plai1258,Cree (Plains),838,"ē-misikitit	atimbe-big(3)	dog(3)'a big dog, a dog that is big'",Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,,,Adj,,,,,,
59,plai1258,Cree (Plains),838,"ē-misikitit	atimbe-big(3)	dog(3)'a big dog, a dog that is big'",Head-driven agreement,agreement/class marker,agreement,TRUE,,Referential,pragmatic,Dependent-Head,,,Adj,,,,,,
63,kumi1248,Diegueño,839,"ʔiˑkʷic 	ʔəxin 	kʷ-ayʔkuˑ 'one big man'man 	one	NMLZ-be_bigʔiˑkʷic 	kʷ-ayʔkuˑ	puˑ 'that big man'man	NMLZ-be_big	that",,,,,,,,,,,Adj,,,,,,
354,nort2942,Slave,840,"ʔelá 	hi̢shá 		i '	the big boat'boat	3_be_big	COMPʔeyi	dene	hodihsho̢	i	'the man I know'that	man	1sg_know	COMP",,,,,,,,,,,Adj,,,,,,
428,yuro1248,Yurok,841,"ku 	plohkeloni 		haʔa·g 'the big rock(s)'ART	to_be_big(ATTR) 	rock",Attributive article,construct state,nominalization,TRUE,,Number,number,Dependent-Head,,,Adj,,,OK,,,
125,karo1304,Karok,842,,,,,,,,,,,,,,,,,,
650,dogo1299,Dogon,843,"káa	dúulhouse	large‘the large house’",Juxtaposition,,juxtaposition,FALSE,,,,Head-Dependent,,,Adj,,,,,,
571,cent2194,Tamazight (Ayt Ndhir),844,"ta-			rbat-	t		ta-		m´qqran	-tNORM.SG-	girl-	NORM	NORM.SG-	big-		-NORMbig girlti-			rbat-	in		ti-		m´qqran-	inNORM.PL-	girl-	NORM.PL	NORM.PL-	big-		NORM.PLbig girls",Head-driven agreement,agreement/class marker,agreement,TRUE,,,,Head-Dependent,,,Adj,,,,,,
566,seme1247,Semelai,845,"knkçn	k˜tchild	be.smalla little child",Juxtaposition,,juxtaposition,FALSE,,,,Dependent-Head,,,Adj,,,,,,
534,iraq1241,Iraqw,846,"dasí	-	r		niinágirl-		CONST.FEM	small.FEM",Head-driven agr. + Construct state,,,,,Number,number,Head-Dependent,,,Adj,,,,,,
534,iraq1241,Iraqw,846,"dasí	-	r		niinágirl-		CONST.FEM	small.FEM",Head-driven agr. + Construct state,,,,,Gender,classification,Head-Dependent,,,Adj,,,,,,
493,bara1380,Barasano,847,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Number,number,Dependent-Head,,,Adj,,,,,,
493,bara1380,Barasano,847,,Head-driven agreement,agreement/class marker,agreement,TRUE,,Gender,classification,Dependent-Head,,,Adj,,,,,,
