LID,Glottocode,Language,SelectorID,SelectorLabel,SelectorType,SelectorTypeBinned,IsSelectorSurveyComplete,MarkerID,SelectedRole,ReferentialCondition,CoargumentRoleCondition,CoargumentReferentialCondition,PredicateClassID,SemanticCondition,SyntacticDomainCondition,ClauseRankCondition,CategoryCondition,DiathesisCondition,PolarityCondition
2935,waim1253,Waimiri Atroari,1255,ERG case,case marker or adposition,case,TRUE,1968,Aditr,,,,3,default,,main,,ACT,
637,sout2734,Yamphu,1257,ABS case,case marker or adposition,case,TRUE,1970,S,,,,1,default,,main,,ACT,
637,sout2734,Yamphu,1257,ABS case,case marker or adposition,case,TRUE,1970,P,,,,2,default,,main,,ACT,
637,sout2734,Yamphu,1257,ABS case,case marker or adposition,case,TRUE,1970,Atr,,,,549,default,,main,,ACT,
637,sout2734,Yamphu,1257,ABS case,case marker or adposition,case,TRUE,1970,T,,,,550,default,,main,,ACT,
637,sout2734,Yamphu,1257,ABS case,case marker or adposition,case,TRUE,1970,G,,,,551,default,,main,,ACT,
637,sout2734,Yamphu,1257,ABS case,case marker or adposition,case,TRUE,1970,T,,,,551,default,,main,,ACT,
637,sout2734,Yamphu,1257,ABS case,case marker or adposition,case,TRUE,1970,Atr,,,,552,default,,main,,ACT,
637,sout2734,Yamphu,1258,ERG case,case marker or adposition,case,TRUE,1971,Atr,,,,2,default,,main,,ACT,
637,sout2734,Yamphu,1258,ERG case,case marker or adposition,case,TRUE,1971,ADJ,,,,,default,,main,,ACT,
637,sout2734,Yamphu,1258,ERG case,case marker or adposition,case,TRUE,1971,Aditr,,,,550,default,,main,,ACT,
637,sout2734,Yamphu,1258,ERG case,case marker or adposition,case,TRUE,1971,Aditr,,,,551,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,S,,,,1,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,Atr,,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,P,3plPro-inanim,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,P,N-low,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,Aditr,,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,T,1plPro,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,T,2plPro,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,T,3plPro,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,T,N,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,P,3sgPro-inanim,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,T,3sgPro-inanim,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,T,3plPro-inanim,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,1300,NOM case,case marker or adposition,case,TRUE,1974,T,3plPro-anim,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,1302,DAT case,case marker or adposition,case,TRUE,1976,P,1plPro,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1302,DAT case,case marker or adposition,case,TRUE,1976,P,2plPro,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1302,DAT case,case marker or adposition,case,TRUE,1976,P,3sgPro-anim,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1302,DAT case,case marker or adposition,case,TRUE,1976,P,1sgPro,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1302,DAT case,case marker or adposition,case,TRUE,1976,P,2sgPro,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1302,DAT case,case marker or adposition,case,TRUE,1976,G,,,,3,default,,main,,ACT,
844,afri1274,Afrikaans,1302,DAT case,case marker or adposition,case,TRUE,1976,ADJ,,,,,default,,main,,ACT,
844,afri1274,Afrikaans,1302,DAT case,case marker or adposition,case,TRUE,1976,P,N-high,,,2,default,,main,,ACT,
844,afri1274,Afrikaans,1302,DAT case,case marker or adposition,case,TRUE,1976,P,3plPro-anim,,,2,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,S,,,,1,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Atr,,,,2,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Aditr,,,,3,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,PRED,,,,,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,P,N-non-spec,,,2,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,P,,,,2,default,,main,,promP & demA,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,T,,,,3,default,,main,,promP & demA,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Atr,,,,126,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Atr,,,,127,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Atr,,,,128,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Atr,,,,129,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Atr,,,,130,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Aditr,,,,131,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Aditr,,,,132,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Aditr,,,,133,default,,main,,ACT,
2657,udih1248,Udihe,1304,NOM case,case marker or adposition,case,TRUE,1977,Aditr,,,,134,default,,main,,ACT,
2657,udih1248,Udihe,1305,ACC case,case marker or adposition,case,TRUE,1978,P,Pro,,,2,default,,main,,ACT,
2657,udih1248,Udihe,1305,ACC case,case marker or adposition,case,TRUE,1978,P,N-spec,,,2,default,,main,,ACT,
2657,udih1248,Udihe,1305,ACC case,case marker or adposition,case,TRUE,1978,G,,,,132,default,,main,,ACT,
2657,udih1248,Udihe,1305,ACC case,case marker or adposition,case,TRUE,1978,T,,,,132,default,,main,,ACT,
2657,udih1248,Udihe,1305,ACC case,case marker or adposition,case,TRUE,1978,G,,,,133,default,,main,,ACT,
2657,udih1248,Udihe,1305,ACC case,case marker or adposition,case,TRUE,1978,T,,,,134,default,,main,,ACT,
2657,udih1248,Udihe,1305,ACC case,case marker or adposition,case,TRUE,1978,T,,,,131,default,,main,,ACT,
2657,udih1248,Udihe,1305,ACC case,case marker or adposition,case,TRUE,1978,T,,,,3,default,,main,,ACT,
2657,udih1248,Udihe,1306,DAT case,case marker or adposition,case,TRUE,1979,G,,,,3,default,,main,,ACT,
2657,udih1248,Udihe,1306,DAT case,case marker or adposition,case,TRUE,1979,ADJ,,,,,default,,main,,ACT,
2657,udih1248,Udihe,1306,DAT case,case marker or adposition,case,TRUE,1979,Atr,,,,2,default,,main,,promP & demA,
2657,udih1248,Udihe,1306,DAT case,case marker or adposition,case,TRUE,1979,Aditr,,,,3,default,,main,,promP & demA,
2657,udih1248,Udihe,1306,DAT case,case marker or adposition,case,TRUE,1979,P,,,,130,default,,main,,ACT,
2657,udih1248,Udihe,1307,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,1988,S,,,,1,default,,main,2657_NPST/NPRF,ACT,
2657,udih1248,Udihe,1307,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,1988,Atr,,,,2,default,,main,2657_NPST/NPRF,ACT,
2657,udih1248,Udihe,1307,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,1988,P,Pro,,,2,default,,main,2657_NPST/NPRF,promP & demA,
2657,udih1248,Udihe,1307,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,1988,T,Pro,,,3,default,,main,2657_NPST/NPRF,promP & demA,
2657,udih1248,Udihe,1307,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,1988,S,,,,1,default,,main,2657_PST/PRF,ACT,
2657,udih1248,Udihe,1307,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,1988,Atr,,,,2,default,,main,2657_PST/PRF,ACT,
2657,udih1248,Udihe,1307,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,1988,P,Pro,,,2,default,,main,2657_PST/PRF,promP & demA,
2657,udih1248,Udihe,1307,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,1988,T,Pro,,,3,default,,main,2657_PST/PRF,promP & demA,
2412,seri1257,Seri,1308,controller of switch reference,switch-reference (controller),controller,FALSE,1980,S,,,,1,default,,,,ACT,
2412,seri1257,Seri,1308,controller of switch reference,switch-reference (controller),controller,FALSE,1980,Atr,,,,2,default,,,,ACT,
2412,seri1257,Seri,1309,controllee of switch reference,switch-reference (controllee),controllee,FALSE,1980,S,,,,1,default,,,,ACT,
2412,seri1257,Seri,1309,controllee of switch reference,switch-reference (controllee),controllee,FALSE,1980,Atr,,,,2,default,,,,ACT,
2412,seri1257,Seri,1310,S/A agreement,agreement (grammatical),agreement (syntax),FALSE,1981,S,,,,1,default,,main,,ACT,
2412,seri1257,Seri,1310,S/A agreement,agreement (grammatical),agreement (syntax),FALSE,1981,Atr,,,,2,default,,main,,ACT,
2412,seri1257,Seri,1310,S/A agreement,agreement (grammatical),agreement (syntax),FALSE,1981,P,,,,2,default,,main,,promP & demA,
2412,seri1257,Seri,1311,object agreement,agreement (grammatical),agreement (syntax),FALSE,1982,P,,,,2,default,,main,,ACT,
2412,seri1257,Seri,1313,foregrounding passive,promoting passive/antipassive,diathesis,TRUE,1991,P,,,,2,default,,main,,n.a.,
2412,seri1257,Seri,1314,backgrounding passive,demoting passive/antipassive,diathesis,TRUE,1991,Atr,,,,2,default,,main,,n.a.,
2863,puma1239,Puma,1315,NOM case,case marker or adposition,case,TRUE,1983,S,,,,1,default,,main,,ACT,
2863,puma1239,Puma,1315,NOM case,case marker or adposition,case,TRUE,1983,P,N-low,,,2,default,,main,,ACT,
2863,puma1239,Puma,1315,NOM case,case marker or adposition,case,TRUE,1983,T,,,,3,default,,main,,ACT,
2863,puma1239,Puma,1315,NOM case,case marker or adposition,case,TRUE,1983,Atr,,,,2,default,,main,,promA & demP,
2863,puma1239,Puma,1315,NOM case,case marker or adposition,case,TRUE,1983,Aditr,,,,3,default,,main,,promA & demP,
2863,puma1239,Puma,1315,NOM case,case marker or adposition,case,TRUE,1983,Aditr,,,,3,default,,main,,promA & demP,
2863,puma1239,Puma,1315,NOM case,case marker or adposition,case,TRUE,1983,Atr,,,,2,default,,main,,promA & demP,
2863,puma1239,Puma,1315,NOM case,case marker or adposition,case,TRUE,1983,P,,,,2,default,,main,,promA & demP,
2863,puma1239,Puma,1316,ERG case,case marker or adposition,case,TRUE,1984,Atr,,,,2,default,,main,,ACT,
2863,puma1239,Puma,1316,ERG case,case marker or adposition,case,TRUE,1984,Aditr,,,,3,default,,main,,ACT,
2863,puma1239,Puma,1316,ERG case,case marker or adposition,case,TRUE,1984,ADJ,,,,,default,,main,,ACT,
2863,puma1239,Puma,1317,DAT case,case marker or adposition,case,TRUE,1985,P,Pro,,,2,default,,main,,ACT,
2863,puma1239,Puma,1317,DAT case,case marker or adposition,case,TRUE,1985,G,,,,3,default,,main,,ACT,
2863,puma1239,Puma,1317,DAT case,case marker or adposition,case,TRUE,1985,P,N-high,,,2,default,,main,,ACT,AFF
2863,puma1239,Puma,1318,promoting antipassive,promoting passive/antipassive,diathesis,FALSE,1986,Atr,,,,2,default,,main,,n.a.,
2863,puma1239,Puma,1318,promoting antipassive,promoting passive/antipassive,diathesis,FALSE,1986,Aditr,,,,3,default,,main,,n.a.,
2863,puma1239,Puma,1319,demoting antipassive,demoting passive/antipassive,diathesis,FALSE,1986,P,hum,,,2,default,,main,,n.a.,
2863,puma1239,Puma,1319,demoting antipassive,demoting passive/antipassive,diathesis,FALSE,1986,G,,,,3,default,,main,,n.a.,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,S,,,,1,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,Atr,,,,2,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,P,,,,2,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,G,2sgPro,,,3,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,T,,,,3,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,G,2plPro,,,3,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,G,1sgPro,,,3,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,G,1plPro,,,3,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,Aditr,,,,3,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,Atr,,,,471,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,P,2sgPro,,,471,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,P,1plPro,,,471,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,P,1sgPro,,,471,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,P,2plPro,,,471,default,,main,,ACT,
682,yuca1254,Yucatec,1320,NOM case,case marker or adposition,case,TRUE,1990,P,,,,472,default,,main,,ACT,
682,yuca1254,Yucatec,1321,controllee of control construction,controllee of control/raising construction (shared arg),controllee,FALSE,,S,,,,1,default,,,,ACT,
682,yuca1254,Yucatec,1321,controllee of control construction,controllee of control/raising construction (shared arg),controllee,FALSE,,P,,,,2,default,,,,promP & demA,
682,yuca1254,Yucatec,1323,foregrounding passive,promoting passive/antipassive,diathesis,FALSE,1992,P,,,,2,default,,main,,ACT,
87,stan1295,German,1324,GEN case,case marker or adposition,case,TRUE,27,POSS,,,,,default,,main,,ACT,
87,stan1295,German,1324,GEN case,case marker or adposition,case,TRUE,27,P,,,,92,default,,main,,ACT,
87,stan1295,German,1324,GEN case,case marker or adposition,case,TRUE,27,G,,,,355,default,,main,,ACT,
824,abaz1241,Abaza,1326,NOM case,case marker or adposition,case,TRUE,2001,S,,,,1,default,,main,,ACT,
824,abaz1241,Abaza,1326,NOM case,case marker or adposition,case,TRUE,2001,Atr,,,,2,default,,main,,ACT,
824,abaz1241,Abaza,1326,NOM case,case marker or adposition,case,TRUE,2001,P,,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Atr,N,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,2duPro,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Atr,2sgPro,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Atr,2plPro,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Atr,3sgPro,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Atr,3plPro,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,ADJ,,,,,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,2duPro,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,2plPro,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,2sgPro,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,3plPro,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,3sgPro,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,N,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Atr,2duPro,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,2plPro,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,2sgPro,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,3plPro,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,3sgPro,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,N,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,2duPro,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,T,,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,N,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,2sgPro,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,2plPro,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,3sgPro,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1327,ERG case,case marker or adposition,case,TRUE,1995,Aditr,3plPro,,,3,default,,main,,ACT,
87,stan1295,German,1328,Controllee of non-finite clause,non-finite construction (controllee),controllee,TRUE,,S,,,,1,default,,,,ACT,
87,stan1295,German,1328,Controllee of non-finite clause,non-finite construction (controllee),controllee,TRUE,,Atr,,,,2,default,,,,ACT,
87,stan1295,German,1328,Controllee of non-finite clause,non-finite construction (controllee),controllee,TRUE,,Aditr,,,,3,default,,,,ACT,
87,stan1295,German,1328,Controllee of non-finite clause,non-finite construction (controllee),controllee,TRUE,,Atr,,,,91,default,,,,ACT,
87,stan1295,German,1328,Controllee of non-finite clause,non-finite construction (controllee),controllee,TRUE,,Atr,,,,92,default,,,,ACT,
87,stan1295,German,1328,Controllee of non-finite clause,non-finite construction (controllee),controllee,TRUE,,P,,,,2,default,,,,promP & demA,
87,stan1295,German,1328,Controllee of non-finite clause,non-finite construction (controllee),controllee,TRUE,,T,,,,3,default,,,,promP & demA,
87,stan1295,German,1328,Controllee of non-finite clause,non-finite construction (controllee),controllee,TRUE,,G,,,,3,default,,,,promP & demA,
87,stan1295,German,1328,Controllee of non-finite clause,non-finite construction (controllee),controllee,TRUE,,P,,,,91,default,,,,promP & demA,
87,stan1295,German,1329,Controller of non-finite clause,non-finite construction (controller),controller,TRUE,,S,,,,1,default,,,,ACT,
87,stan1295,German,1329,Controller of non-finite clause,non-finite construction (controller),controller,TRUE,,Atr,,,,2,default,,,,ACT,
87,stan1295,German,1329,Controller of non-finite clause,non-finite construction (controller),controller,TRUE,,Aditr,,,,3,default,,,,ACT,
87,stan1295,German,1329,Controller of non-finite clause,non-finite construction (controller),controller,TRUE,,Atr,,,,91,default,,,,ACT,
87,stan1295,German,1329,Controller of non-finite clause,non-finite construction (controller),controller,TRUE,,Atr,,,,92,default,,,,ACT,
87,stan1295,German,1329,Controller of non-finite clause,non-finite construction (controller),controller,TRUE,,P,,,,2,default,,,,promP & demA,
87,stan1295,German,1329,Controller of non-finite clause,non-finite construction (controller),controller,TRUE,,T,,,,3,default,,,,promP & demA,
87,stan1295,German,1329,Controller of non-finite clause,non-finite construction (controller),controller,TRUE,,G,,,,3,default,,,,promP & demA,
87,stan1295,German,1330,Controllee of non-finite clause with gerund/present participle/converb,non-finite construction (controllee),controllee,FALSE,,S,,,,1,default,,,,ACT,
87,stan1295,German,1330,Controllee of non-finite clause with gerund/present participle/converb,non-finite construction (controllee),controllee,FALSE,,Atr,,,,2,default,,,,ACT,
87,stan1295,German,1330,Controllee of non-finite clause with gerund/present participle/converb,non-finite construction (controllee),controllee,FALSE,,Aditr,,,,3,default,,,,ACT,
87,stan1295,German,1330,Controllee of non-finite clause with gerund/present participle/converb,non-finite construction (controllee),controllee,FALSE,,Atr,,,,91,default,,,,ACT,
87,stan1295,German,1330,Controllee of non-finite clause with gerund/present participle/converb,non-finite construction (controllee),controllee,FALSE,,Atr,,,,92,default,,,,ACT,
87,stan1295,German,1331,Controller of non-finite clause with gerund/present participle/converb,non-finite construction (controller),controller,FALSE,,S,,,,1,default,,,,ACT,
87,stan1295,German,1331,Controller of non-finite clause with gerund/present participle/converb,non-finite construction (controller),controller,FALSE,,Atr,,,,2,default,,,,ACT,
87,stan1295,German,1331,Controller of non-finite clause with gerund/present participle/converb,non-finite construction (controller),controller,FALSE,,Aditr,,,,3,default,,,,ACT,
87,stan1295,German,1331,Controller of non-finite clause with gerund/present participle/converb,non-finite construction (controller),controller,FALSE,,Atr,,,,91,default,,,,ACT,
87,stan1295,German,1331,Controller of non-finite clause with gerund/present participle/converb,non-finite construction (controller),controller,FALSE,,Atr,,,,92,default,,,,ACT,
87,stan1295,German,1331,Controller of non-finite clause with gerund/present participle/converb,non-finite construction (controller),controller,FALSE,,P,,,,2,default,,,,promP & demA,
87,stan1295,German,1331,Controller of non-finite clause with gerund/present participle/converb,non-finite construction (controller),controller,FALSE,,T,,,,3,default,,,,promP & demA,
87,stan1295,German,1331,Controller of non-finite clause with gerund/present participle/converb,non-finite construction (controller),controller,FALSE,,G,,,,3,default,,,,promP & demA,
87,stan1295,German,1332,Controllee of non-finite clauses with past participle,non-finite construction (controllee),controllee,FALSE,,S,,,,1,default,,,,ACT,
87,stan1295,German,1332,Controllee of non-finite clauses with past participle,non-finite construction (controllee),controllee,FALSE,,Atr,,,,2,default,,,,ACT,
87,stan1295,German,1332,Controllee of non-finite clauses with past participle,non-finite construction (controllee),controllee,FALSE,,Aditr,,,,3,default,,,,ACT,
87,stan1295,German,1332,Controllee of non-finite clauses with past participle,non-finite construction (controllee),controllee,FALSE,,Atr,,,,91,default,,,,ACT,
87,stan1295,German,1332,Controllee of non-finite clauses with past participle,non-finite construction (controllee),controllee,FALSE,,Atr,,,,92,default,,,,ACT,
87,stan1295,German,1333,Controller of non-finite clauses with past participle,non-finite construction (controller),controller,FALSE,,S,,,,1,default,,,,ACT,
87,stan1295,German,1333,Controller of non-finite clauses with past participle,non-finite construction (controller),controller,FALSE,,Atr,,,,2,default,,,,ACT,
87,stan1295,German,1333,Controller of non-finite clauses with past participle,non-finite construction (controller),controller,FALSE,,Aditr,,,,3,default,,,,ACT,
87,stan1295,German,1333,Controller of non-finite clauses with past participle,non-finite construction (controller),controller,FALSE,,Atr,,,,91,default,,,,ACT,
87,stan1295,German,1333,Controller of non-finite clauses with past participle,non-finite construction (controller),controller,FALSE,,Atr,,,,92,default,,,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,S,,,,1,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Atr,1sgPro,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Aditr,1sgPro,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Aditr,1sgPro,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Aditr,1sgPro,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,P,,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,T,,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,G,,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,T,,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,G,,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Aditr,1plPro,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Atr,1plPro,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Aditr,1plPro,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Aditr,1plPro,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Atr,1duPro,,,2,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Aditr,1duPro,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Aditr,1duPro,,,96,default,,main,,ACT,
2862,chhi1245,Chintang,1334,ABS case,case marker or adposition,case,TRUE,1998,Aditr,1duPro,,,97,default,,main,,ACT,
2862,chhi1245,Chintang,1335,DIR case,case marker or adposition,case,TRUE,1999,ADJ,,,,,default,,main,,ACT,
2862,chhi1245,Chintang,1335,DIR case,case marker or adposition,case,TRUE,1999,G,,,,3,default,,main,,ACT,
2862,chhi1245,Chintang,1336,Promoting detransitivization (antipassivization),promoting passive/antipassive,diathesis,TRUE,,Atr,,,,2,default,,main,,n.a.,
2862,chhi1245,Chintang,1336,Promoting detransitivization (antipassivization),promoting passive/antipassive,diathesis,TRUE,,Aditr,,,,3,default,,main,,n.a.,
2862,chhi1245,Chintang,1336,Promoting detransitivization (antipassivization),promoting passive/antipassive,diathesis,TRUE,,Aditr,,,,96,default,,main,,n.a.,
2862,chhi1245,Chintang,1336,Promoting detransitivization (antipassivization),promoting passive/antipassive,diathesis,TRUE,,Aditr,,,,97,default,,main,,n.a.,
2862,chhi1245,Chintang,1337,Promotiong passivization,promoting passive/antipassive,diathesis,TRUE,2000,P,,,,2,default,,main,,n.a.,
2862,chhi1245,Chintang,1337,Promotiong passivization,promoting passive/antipassive,diathesis,TRUE,2000,T,,,,3,default,,main,,n.a.,
2862,chhi1245,Chintang,1337,Promotiong passivization,promoting passive/antipassive,diathesis,TRUE,2000,G,,,,96,default,,main,,n.a.,
2862,chhi1245,Chintang,1337,Promotiong passivization,promoting passive/antipassive,diathesis,TRUE,2000,T,,,,96,default,,main,,n.a.,
