LID,Glottocode,Language,PredicateClassID,PredicateClassLabel,PredicateClassDiscourseFrequency,IndividualPredicateID,IndividualPredicateMeaning,IndividualPredicateSemanticClass,IndividualPredicateMalchukovSemanticClass,PredicateClassDescription
1176,chip1261,Chipewyan,762,ANOM Pghą,frequent,597,attach,combine_attach,Malch_contact,"‘arrive to’ (Elford et al. 1998: 188), ‘like, be fond of’ (Elford et al. 1998: 292), ‘hunt for’ (Elford et al. 1998: 323), ‘describe, tell about’ (Elford et al. 1998: 136), ‘forgive smb’ (Elford et al. 1998: 167), ‘join, unite (two pieces together)’ (Elford et al. 1998: 201), ‘judge smb (by law)’ (Elford et al. 1998: 201), ‘run past’ (Elford et al. 1998: 266)"
1176,chip1261,Chipewyan,762,ANOM Pghą,frequent,661,judge,judge,Malch_other,"‘arrive to’ (Elford et al. 1998: 188), ‘like, be fond of’ (Elford et al. 1998: 292), ‘hunt for’ (Elford et al. 1998: 323), ‘describe, tell about’ (Elford et al. 1998: 136), ‘forgive smb’ (Elford et al. 1998: 167), ‘join, unite (two pieces together)’ (Elford et al. 1998: 201), ‘judge smb (by law)’ (Elford et al. 1998: 201), ‘run past’ (Elford et al. 1998: 266)"
1176,chip1261,Chipewyan,762,ANOM Pghą,frequent,143,pass,motion,Malch_motion,"‘arrive to’ (Elford et al. 1998: 188), ‘like, be fond of’ (Elford et al. 1998: 292), ‘hunt for’ (Elford et al. 1998: 323), ‘describe, tell about’ (Elford et al. 1998: 136), ‘forgive smb’ (Elford et al. 1998: 167), ‘join, unite (two pieces together)’ (Elford et al. 1998: 201), ‘judge smb (by law)’ (Elford et al. 1998: 201), ‘run past’ (Elford et al. 1998: 266)"
1176,chip1261,Chipewyan,763,ANOM Pxë́ł ‘with’,infrequent,225,marry,social_interaction,Malch_contact,‘marry smb (lit. make home with smb)’ (Elford et al. 1998: 152)
1176,chip1261,Chipewyan,764,ANOM Pgá ‘beside’,infrequent,225,marry,social_interaction,Malch_contact,‘marry (lit. sit beside)’ (Elford et al. 1998: 109)
1176,chip1261,Chipewyan,765,"ANOM Phoch’á at, of’",infrequent,105,feel_fear,emotion,Malch_emotion,‘be afraid of’ (Elford et al. 1998: 377)
1176,chip1261,Chipewyan,766,ANOM Pka ‘for’,infrequent,659,hunt,persuit,Malch_pursuit,"Anom Pka ‘for’: ‘hunt for’ (Elford et al. 1998: 210), ‘call smb’ (Elford et al. 1998: 102)"
1176,chip1261,Chipewyan,767,ANOM Pba ‘for’,frequent,204,wait_for,persuit,Malch_pursuit,"‘wait for’ (Elford et al. 1998: 319), ‘want, crave’ (Rice 2009: 145)"
1176,chip1261,Chipewyan,767,ANOM Pba ‘for’,frequent,123,want,desideration,Malch_sensation,"‘wait for’ (Elford et al. 1998: 319), ‘want, crave’ (Rice 2009: 145)"
1176,chip1261,Chipewyan,768,APOSS PNOM,infrequent,653,have_a_toothache,diseases_and_bodily_states,Malch_sensation,"‘have toothache (lit. my tooth aches)’, ‘have headache’ (Elford et al. 1998: 295) 3"
1176,chip1261,Chipewyan,768,APOSS PNOM,infrequent,104,have_a_headache,diseases_and_bodily_states,Malch_sensation,"‘have toothache (lit. my tooth aches)’, ‘have headache’ (Elford et al. 1998: 295) 3"
1176,chip1261,Chipewyan,769,ANOM TNOM Gxë́ł ‘with’,infrequent,163,begin,aspectual,Malch_other,‘tell (e.g. a story) to’ (Elford et al. 1998: 313)
1176,chip1261,Chipewyan,770,ANOM TNOM Gk’e ‘on’,infrequent,336,put,put_pour_spray_load_fill,Malch_other,‘put smth on smth’ (Elford et al. 1998: 374)
1176,chip1261,Chipewyan,771,ANOM Tt’a ‘with’GNOM,infrequent,299,throw,put_pour_spray_load_fill,Malch_other,"‘throw smth at smb’ (Elford et al. 1998: 324), ‘rely on, have confidence in’ (Elford et al. 1998: 122)"
1176,chip1261,Chipewyan,771,ANOM Tt’a ‘with’GNOM,infrequent,662,rely_on,cognition,Malch_perception_cognition,"‘throw smth at smb’ (Elford et al. 1998: 324), ‘rely on, have confidence in’ (Elford et al. 1998: 122)"
1176,chip1261,Chipewyan,772,ANOM TNOM Gghą’to’,infrequent,381,lend,change_of_possession,Malch_other,"‘lend to smb’ (Elford et al. 1998: 210), ‘take.from’ (Rice 1998: 121)"
1176,chip1261,Chipewyan,772,ANOM TNOM Gghą’to’,infrequent,340,deprive,remove_wipe_clear,Malch_other,"‘lend to smb’ (Elford et al. 1998: 210), ‘take.from’ (Rice 1998: 121)"
1176,chip1261,Chipewyan,773,ANOM TNOM Gts’ë́n ‘to’,infrequent,116,bring,send_carry_bring_take,Malch_other,"‘bring to’ (Elford et al. 1998: 97), ‘pass smth to smb, hand over’ (Elford et al. 1998: 238), ‘throw.to’ (Rice 1998)"
1176,chip1261,Chipewyan,773,ANOM TNOM Gts’ë́n ‘to’,infrequent,338,give,change_of_possession,Malch_other,"‘bring to’ (Elford et al. 1998: 97), ‘pass smth to smb, hand over’ (Elford et al. 1998: 238), ‘throw.to’ (Rice 1998)"
1176,chip1261,Chipewyan,773,ANOM TNOM Gts’ë́n ‘to’,infrequent,299,throw,put_pour_spray_load_fill,Malch_other,"‘bring to’ (Elford et al. 1998: 97), ‘pass smth to smb, hand over’ (Elford et al. 1998: 238), ‘throw.to’ (Rice 1998)"
1261,kumi1248,Tiipay (Jamul),774,ANOM PALL,frequent,115,go,motion,Malch_motion,"Anom Pall: go.to, speak.to (Miller 1991: 105)"
1261,kumi1248,Tiipay (Jamul),774,ANOM PALL,frequent,154,speak,communication,Malch_other,"Anom Pall: go.to, speak.to (Miller 1991: 105)"
1261,kumi1248,Tiipay (Jamul),775,ANOM PLOC,frequent,664,live,existence,Malch_other,Anom Ploc: live/be.located (Miller 2001; 175)
1261,kumi1248,Tiipay (Jamul),776,ANOM PINESS,frequent,147,come_in,motion,Malch_motion,"live.somewhere, enter (Miller 1991: 106, 107)"
1261,kumi1248,Tiipay (Jamul),776,ANOM PINESS,frequent,664,live,existence,Malch_other,"live.somewhere, enter (Miller 1991: 106, 107)"
1261,kumi1248,Tiipay (Jamul),777,ANOM TACC GLOC,frequent,336,put,put_pour_spray_load_fill,Malch_other,"Anom Tacc Gloc: put, spread (Miller 1991: 104), pile.up (Miller 2001: 207)"
1261,kumi1248,Tiipay (Jamul),777,ANOM TACC GLOC,frequent,286,spread,spread_apply,Malch_contact,"Anom Tacc Gloc: put, spread (Miller 1991: 104), pile.up (Miller 2001: 207)"
1261,kumi1248,Tiipay (Jamul),777,ANOM TACC GLOC,frequent,665,pile,put_pour_spray_load_fill,Malch_other,"Anom Tacc Gloc: put, spread (Miller 1991: 104), pile.up (Miller 2001: 207)"
1261,kumi1248,Tiipay (Jamul),778,ANOM TACC GALL,frequent,116,bring,send_carry_bring_take,Malch_other,take.along (smb somewhere) (Miller 2001: 191)
1261,kumi1248,Tiipay (Jamul),779,ANOM TACC GABL,frequent,370,sprinkle,put_pour_spray_load_fill,Malch_other,sprinkle (Miller 2001: 158)
1261,kumi1248,Tiipay (Jamul),780,ANOM TALL GACC,frequent,367,cover,put_pour_spray_load_fill,Malch_other,Anom Tall Gacc: cover (Miller 1991: 105)
1261,kumi1248,Tiipay (Jamul),781,ANOM TACC GINES,frequent,336,put,put_pour_spray_load_fill,Malch_other,"Anom Tacc Giness: put.in.container, dip.into (Miller 1991: 106, 107); put (Miller 2001: 150)"
340,russ1263,Russian,782,AACCPNOM,frequent,206,feel_irritated,emotion,Malch_emotion,"menia razdrazhajet, menia besit"
87,stan1295,German,784,ANOM Pauf,frequent,204,wait_for,persuit,Malch_pursuit,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,228,answer,communication,Malch_other,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,662,rely_on,cognition,Malch_perception_cognition,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,657,shoot,hit,Malch_contact,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,576,bump,hit,Malch_contact,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,549,react,social_interaction,Malch_other,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,231,hope,emotion,Malch_emotion,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,234,insist_on,social_interaction,Malch_other,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,217,take_care_of,help,Malch_other,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,179,be_proud_of,emotion,Malch_emotion,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,784,ANOM Pauf,frequent,512,concentrate,cognition,Malch_perception_cognition,"warten (auf) ‘to wait for’, antworten (auf) ‘to answer’, hoffen (auf) ‘to hope’, bestehen (auf) ‘to insist on’, achten (auf) ‘to mind smth’, stolz sein (auf) ,be proud’, prallen (gegen, auf) ,bounce against’, sich konzentrieren (auf) 'concentrate', reagieren (auf) 'react', schießen (auf) 'shoot at', sich verlassen (auf) 'rely on'"
87,stan1295,German,785,ANOM Pum,infrequent,238,beg,communication,Malch_other,"bitten (um) ‘to ask’, sich kümmern (um) ,take care of’, sich sorgen, sich Sorgen machen (um, über) ,worry about’, trauern (um) ,mourn’"
87,stan1295,German,785,ANOM Pum,infrequent,217,take_care_of,help,Malch_other,"bitten (um) ‘to ask’, sich kümmern (um) ,take care of’, sich sorgen, sich Sorgen machen (um, über) ,worry about’, trauern (um) ,mourn’"
87,stan1295,German,785,ANOM Pum,infrequent,268,be_worried_(about),emotion,Malch_emotion,"bitten (um) ‘to ask’, sich kümmern (um) ,take care of’, sich sorgen, sich Sorgen machen (um, über) ,worry about’, trauern (um) ,mourn’"
87,stan1295,German,785,ANOM Pum,infrequent,456,mourn_(for),emotion,Malch_emotion,"bitten (um) ‘to ask’, sich kümmern (um) ,take care of’, sich sorgen, sich Sorgen machen (um, über) ,worry about’, trauern (um) ,mourn’"
74,stan1293,English,786,ANOM Pfor,frequent,123,want,desideration,Malch_sensation,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,133,look_for,persuit,Malch_pursuit,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,173,shed_tears,bodily_emission,Malch_other,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,204,wait_for,persuit,Malch_pursuit,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,217,take_care_of,help,Malch_other,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,238,beg,communication,Malch_other,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,243,pray,social_interaction,Malch_other,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,323,demand,communication,Malch_other,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,418,call_for,communication,Malch_other,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,456,mourn_(for),emotion,Malch_emotion,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,658,fish,persuit,Malch_pursuit,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,786,ANOM Pfor,frequent,349,watch,perception,Malch_perception_cognition,"wait for, call for, hope for, long for, look for, mourn for, pray for, watch for, wish for"
74,stan1293,English,787,ANOM Pon,frequent,234,insist_on,social_interaction,Malch_other,"rely on, cut back on, depend on, insist on, decide on"
74,stan1293,English,787,ANOM Pon,frequent,662,rely_on,cognition,Malch_perception_cognition,"rely on, cut back on, depend on, insist on, decide on"
74,stan1293,English,787,ANOM Pon,frequent,314,curse,communication,Malch_other,"rely on, cut back on, depend on, insist on, decide on"
74,stan1293,English,787,ANOM Pon,frequent,548,depend_on,existence,Malch_other,"rely on, cut back on, depend on, insist on, decide on"
74,stan1293,English,787,ANOM Pon,frequent,668,reduce,measure,Malch_other,"rely on, cut back on, depend on, insist on, decide on"
74,stan1293,English,787,ANOM Pon,frequent,504,decide,cognition,Malch_perception_cognition,"rely on, cut back on, depend on, insist on, decide on"
74,stan1293,English,788,ANOM Pat,frequent,134,look_at,perception,Malch_perception_cognition,"laugh at, look at"
74,stan1293,English,788,ANOM Pat,frequent,107,be_surprised,emotion,Malch_emotion,"laugh at, look at"
74,stan1293,English,788,ANOM Pat,frequent,174,laugh,laugh_wink,Malch_other,"laugh at, look at"
74,stan1293,English,789,ANOM Pof,frequent,105,feel_fear,emotion,Malch_emotion,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,179,be_proud_of,emotion,Malch_emotion,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,208,be_fed_up_with,emotion,Malch_emotion,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,217,take_care_of,help,Malch_other,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,223,get_rid_of,separate_disassemble,Malch_other,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,324,become_aware_of,cognition,Malch_perception_cognition,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,325,be_sure_of,cognition,Malch_perception_cognition,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,400,manage,social_interaction,Malch_other,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,401,take_possession_of,change_of_possession,Malch_other,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,201,feel_ashamed_(of),emotion,Malch_emotion,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,415,not_know,cognition,Malch_perception_cognition,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,498,feel_envy,emotion,Malch_emotion,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,509,make_fun_of,judge,Malch_other,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,602,smell_of_smth,scent_emission,Malch_other,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,603,approve,emotion,Malch_emotion,"approve of, beware of, consist of, despair of, smell of"
74,stan1293,English,789,ANOM Pof,frequent,605,consist_of,quality,Malch_other,"approve of, beware of, consist of, despair of, smell of"
87,stan1295,German,790,ANOM Pan,frequent,230,think,cognition,Malch_perception_cognition,"denken (an) ‘to think’, glauben (an) ‘to believe’, sich wenden (an) ‘to approach smo, to address smo’, leiden (an) ,suffer from’, sich festhalten (an) ,cling to’, zweifeln (an) ,doubt’, sich erinnern (an) ,remember’, verzweifeln (an) 'despair of', sich freuen (an, über) 'rejoice at'"
87,stan1295,German,790,ANOM Pan,frequent,122,believe,cognition,Malch_perception_cognition,"denken (an) ‘to think’, glauben (an) ‘to believe’, sich wenden (an) ‘to approach smo, to address smo’, leiden (an) ,suffer from’, sich festhalten (an) ,cling to’, zweifeln (an) ,doubt’, sich erinnern (an) ,remember’, verzweifeln (an) 'despair of', sich freuen (an, über) 'rejoice at'"
87,stan1295,German,790,ANOM Pan,frequent,232,address,communication,Malch_other,"denken (an) ‘to think’, glauben (an) ‘to believe’, sich wenden (an) ‘to approach smo, to address smo’, leiden (an) ,suffer from’, sich festhalten (an) ,cling to’, zweifeln (an) ,doubt’, sich erinnern (an) ,remember’, verzweifeln (an) 'despair of', sich freuen (an, über) 'rejoice at'"
87,stan1295,German,790,ANOM Pan,frequent,184,suffer_from,diseases_and_bodily_states,Malch_other,"denken (an) ‘to think’, glauben (an) ‘to believe’, sich wenden (an) ‘to approach smo, to address smo’, leiden (an) ,suffer from’, sich festhalten (an) ,cling to’, zweifeln (an) ,doubt’, sich erinnern (an) ,remember’, verzweifeln (an) 'despair of', sich freuen (an, über) 'rejoice at'"
87,stan1295,German,790,ANOM Pan,frequent,220,cling_to,combine_attach,Malch_contact,"denken (an) ‘to think’, glauben (an) ‘to believe’, sich wenden (an) ‘to approach smo, to address smo’, leiden (an) ,suffer from’, sich festhalten (an) ,cling to’, zweifeln (an) ,doubt’, sich erinnern (an) ,remember’, verzweifeln (an) 'despair of', sich freuen (an, über) 'rejoice at'"
87,stan1295,German,790,ANOM Pan,frequent,265,doubt,cognition,Malch_perception_cognition,"denken (an) ‘to think’, glauben (an) ‘to believe’, sich wenden (an) ‘to approach smo, to address smo’, leiden (an) ,suffer from’, sich festhalten (an) ,cling to’, zweifeln (an) ,doubt’, sich erinnern (an) ,remember’, verzweifeln (an) 'despair of', sich freuen (an, über) 'rejoice at'"
87,stan1295,German,790,ANOM Pan,frequent,350,remember,cognition,Malch_perception_cognition,"denken (an) ‘to think’, glauben (an) ‘to believe’, sich wenden (an) ‘to approach smo, to address smo’, leiden (an) ,suffer from’, sich festhalten (an) ,cling to’, zweifeln (an) ,doubt’, sich erinnern (an) ,remember’, verzweifeln (an) 'despair of', sich freuen (an, über) 'rejoice at'"
87,stan1295,German,790,ANOM Pan,frequent,587,despair,emotion,Malch_emotion,"denken (an) ‘to think’, glauben (an) ‘to believe’, sich wenden (an) ‘to approach smo, to address smo’, leiden (an) ,suffer from’, sich festhalten (an) ,cling to’, zweifeln (an) ,doubt’, sich erinnern (an) ,remember’, verzweifeln (an) 'despair of', sich freuen (an, über) 'rejoice at'"
87,stan1295,German,790,ANOM Pan,frequent,200,feel_happy_(about),emotion,Malch_emotion,"denken (an) ‘to think’, glauben (an) ‘to believe’, sich wenden (an) ‘to approach smo, to address smo’, leiden (an) ,suffer from’, sich festhalten (an) ,cling to’, zweifeln (an) ,doubt’, sich erinnern (an) ,remember’, verzweifeln (an) 'despair of', sich freuen (an, über) 'rejoice at'"
87,stan1295,German,791,ANOM Püber,infrequent,200,feel_happy_(about),emotion,Malch_emotion,"sich freuen (über, an) ,be happy about’, sich ärgern (über) ,be angry about’, sich sorgen, sich Sorgen machen (über, um) ,worry about’, sich lustig machen (über) 'make fun of'"
87,stan1295,German,791,ANOM Püber,infrequent,209,be_angry_(with),emotion,Malch_emotion,"sich freuen (über, an) ,be happy about’, sich ärgern (über) ,be angry about’, sich sorgen, sich Sorgen machen (über, um) ,worry about’, sich lustig machen (über) 'make fun of'"
87,stan1295,German,791,ANOM Püber,infrequent,268,be_worried_(about),emotion,Malch_emotion,"sich freuen (über, an) ,be happy about’, sich ärgern (über) ,be angry about’, sich sorgen, sich Sorgen machen (über, um) ,worry about’, sich lustig machen (über) 'make fun of'"
87,stan1295,German,791,ANOM Püber,infrequent,509,make_fun_of,judge,Malch_other,"sich freuen (über, an) ,be happy about’, sich ärgern (über) ,be angry about’, sich sorgen, sich Sorgen machen (über, um) ,worry about’, sich lustig machen (über) 'make fun of'"
87,stan1295,German,792,ANOM Pnach,very infrequent,123,want,desideration,Malch_sensation,"sich sehnen (nach) ‘to long for’, riechen, stinken (nach) 'smell of'"
87,stan1295,German,792,ANOM Pnach,very infrequent,602,smell_of_smth,scent_emission,Malch_other,"sich sehnen (nach) ‘to long for’, riechen, stinken (nach) 'smell of'"
74,stan1293,English,793,ANOM Pwith,frequent,181,be_occupied_with,activity,Malch_other,agree with
74,stan1293,English,793,ANOM Pwith,frequent,185,risk,activity,Malch_other,agree with
74,stan1293,English,793,ANOM Pwith,frequent,205,obey,social_interaction,Malch_other,agree with
74,stan1293,English,793,ANOM Pwith,frequent,208,be_fed_up_with,emotion,Malch_emotion,agree with
74,stan1293,English,793,ANOM Pwith,frequent,241,fight,fight,Malch_other,agree with
74,stan1293,English,793,ANOM Pwith,frequent,303,get_to_know,social_interaction,Malch_other,agree with
74,stan1293,English,793,ANOM Pwith,frequent,316,agree,social_interaction,Malch_other,agree with
74,stan1293,English,793,ANOM Pwith,frequent,413,dally_with,social_interaction,Malch_other,agree with
74,stan1293,English,793,ANOM Pwith,frequent,546,fall_in_love_with,emotion,Malch_emotion,agree with
74,stan1293,English,793,ANOM Pwith,frequent,547,fall_out_love_with,emotion,Malch_emotion,agree with
74,stan1293,English,793,ANOM Pwith,frequent,212,get_used_to,cognition,Malch_perception_cognition,agree with
74,stan1293,English,793,ANOM Pwith,frequent,647,be_dissatisfied_with,emotion,Malch_emotion,agree with
74,stan1293,English,793,ANOM Pwith,frequent,648,disagree,social_interaction,Malch_other,agree with
87,stan1295,German,794,ANOM Pvon,infrequent,548,depend_on,existence,Malch_other,"profitieren (von) ‘benefit from’, träumen (von) ,dream (of)’, abhängen (von) 'depend on'"
87,stan1295,German,794,ANOM Pvon,infrequent,120,dream_during_sleep,cognition,Malch_perception_cognition,"profitieren (von) ‘benefit from’, träumen (von) ,dream (of)’, abhängen (von) 'depend on'"
87,stan1295,German,794,ANOM Pvon,infrequent,121,dream_daydream,cognition,Malch_perception_cognition,"profitieren (von) ‘benefit from’, träumen (von) ,dream (of)’, abhängen (von) 'depend on'"
87,stan1295,German,794,ANOM Pvon,infrequent,507,benefit_from,use,Malch_other,"profitieren (von) ‘benefit from’, träumen (von) ,dream (of)’, abhängen (von) 'depend on'"
87,stan1295,German,795,ANOM Pvor,infrequent,105,feel_fear,emotion,Malch_emotion,"sich fürchten (vor) ,be afraid of’, fliehen (vor) ,flee’"
87,stan1295,German,795,ANOM Pvor,infrequent,144,escape,motion,Malch_motion,"sich fürchten (vor) ,be afraid of’, fliehen (vor) ,flee’"
87,stan1295,German,796,ANOM Pmit,infrequent,526,be_friends_with,social_interaction,Malch_other,"sich beschäftigen (mit) ,be occupied with’, kämpfen (mit) ,fight’, sich streiten (mit) ,quarrel’, schimpfen (mit) ,scold’, sich anfreunden (mit) 'get friends'"
87,stan1295,German,796,ANOM Pmit,infrequent,181,be_occupied_with,activity,Malch_other,"sich beschäftigen (mit) ,be occupied with’, kämpfen (mit) ,fight’, sich streiten (mit) ,quarrel’, schimpfen (mit) ,scold’, sich anfreunden (mit) 'get friends'"
87,stan1295,German,796,ANOM Pmit,infrequent,241,fight,fight,Malch_other,"sich beschäftigen (mit) ,be occupied with’, kämpfen (mit) ,fight’, sich streiten (mit) ,quarrel’, schimpfen (mit) ,scold’, sich anfreunden (mit) 'get friends'"
87,stan1295,German,796,ANOM Pmit,infrequent,244,quarrel,social_interaction,Malch_other,"sich beschäftigen (mit) ,be occupied with’, kämpfen (mit) ,fight’, sich streiten (mit) ,quarrel’, schimpfen (mit) ,scold’, sich anfreunden (mit) 'get friends'"
87,stan1295,German,796,ANOM Pmit,infrequent,437,scold,judge,Malch_other,"sich beschäftigen (mit) ,be occupied with’, kämpfen (mit) ,fight’, sich streiten (mit) ,quarrel’, schimpfen (mit) ,scold’, sich anfreunden (mit) 'get friends'"
87,stan1295,German,797,ANOM Pgegen,very infrequent,576,bump,hit,Malch_contact,"prallen (gegen, auf) ,bounce against’, sich auflehnen, aufbegehren, rebellieren (gegen) ,rebel’, sich verschwören (gegen) 'conspire'"
87,stan1295,German,797,ANOM Pgegen,very infrequent,518,conspire,social_interaction,Malch_other,"prallen (gegen, auf) ,bounce against’, sich auflehnen, aufbegehren, rebellieren (gegen) ,rebel’, sich verschwören (gegen) 'conspire'"
87,stan1295,German,797,ANOM Pgegen,very infrequent,428,rebel_(against),social_interaction,Malch_other,"prallen (gegen, auf) ,bounce against’, sich auflehnen, aufbegehren, rebellieren (gegen) ,rebel’, sich verschwören (gegen) 'conspire'"
74,stan1293,English,798,ANOMTACC GLOC,frequent,237,place,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
74,stan1293,English,798,ANOMTACC GLOC,frequent,336,put,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
