"LID","VAgreement.Presence.v2","Flexivity.Presence","FlexivityLexical.Presence","Polyexponence.Presence","FlexivityNoun.Presence","FlexivityVerb.Presence","FlexivityLexicalNoun.Presence","FlexivityLexicalVerb.Presence","PolyexponenceNoun.Presence","PolyexponenceVerb.Presence","SlotsWithZerosPost.n","SlotsWithZerosPrae.n"
535,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,
536,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
538,FALSE,FALSE,,FALSE,,,,,,,,
539,,,,,,,,,,,,
540,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,2
541,,,,,,,,,,,,
542,,,,,,,,,,,,
543,,,,,,,,,,,,
544,,,,,,,,,,,,
545,TRUE,,,,,,,,,,,
546,FALSE,FALSE,,FALSE,,,,,,,,
548,,,,,,,,,,,,
549,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
550,TRUE,TRUE,TRUE,TRUE,,FALSE,,FALSE,TRUE,TRUE,,
551,TRUE,,,,,,,,,,,
552,FALSE,,,,,,,,,,,
553,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,
554,,,,,,,,,,,,
555,TRUE,,,,,,,,,,,
556,,,,,,,,,,,,
557,,,,,,,,,,,,
558,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,FALSE,,,
559,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,7,1
561,,,,,,,,,,,,
562,,,,,,,,,,,,
563,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,13,3
564,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
565,,TRUE,TRUE,FALSE,,TRUE,,TRUE,,FALSE,,
566,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,
567,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,
568,FALSE,,TRUE,FALSE,,,TRUE,,FALSE,,,
569,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,
570,,FALSE,FALSE,,,FALSE,,FALSE,,,,
571,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,7
572,TRUE,,,TRUE,,,,,,TRUE,1,
573,,,,,,,,,,,,
574,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,
575,,,,,,,,,,,,
576,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,,
577,TRUE,,,FALSE,,,,,,,,
578,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
580,FALSE,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,,
581,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,
582,TRUE,TRUE,,FALSE,,,,,,,,
583,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4,
595,TRUE,,,,,,,,,,,
599,TRUE,,TRUE,FALSE,,,TRUE,,,,,
606,FALSE,,,FALSE,,,,,,,,
608,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,
612,TRUE,TRUE,TRUE,TRUE,FALSE,,FALSE,,TRUE,,,
614,FALSE,,,FALSE,,,,,,,,
616,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
618,TRUE,FALSE,,FALSE,,,,,,,,
619,TRUE,,,,,,,,,,,
620,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,
626,TRUE,,,,,,,,,,,
628,TRUE,,,,,,,,,,,
629,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
632,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,11,
633,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,
634,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,
635,TRUE,TRUE,TRUE,TRUE,,FALSE,TRUE,FALSE,,TRUE,,
637,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,12,
640,,,,FALSE,,,,,,,,
641,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
642,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,,2
643,FALSE,TRUE,TRUE,TRUE,,,,,FALSE,,,
644,TRUE,,TRUE,FALSE,,,TRUE,,,,,
645,TRUE,FALSE,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,TRUE,,6
646,TRUE,,,FALSE,,,,,,,,
648,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,7
649,FALSE,,TRUE,FALSE,,,TRUE,,,FALSE,,
650,,FALSE,TRUE,TRUE,,FALSE,TRUE,FALSE,,TRUE,,
653,,,,FALSE,,,,,,,,
654,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,FALSE,,,
655,TRUE,FALSE,,FALSE,,,,,,,,
656,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
658,TRUE,,,FALSE,,,,,FALSE,,,
659,TRUE,FALSE,,FALSE,,,,,,,,
660,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,FALSE,,,
661,,,,FALSE,,,,,,,,
662,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
663,TRUE,,,FALSE,,,,,FALSE,,,
664,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
665,,,,FALSE,,,,,,,,
666,,FALSE,TRUE,TRUE,,FALSE,TRUE,FALSE,,FALSE,,
667,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,11,
668,TRUE,TRUE,TRUE,FALSE,,,,,,,,
669,TRUE,TRUE,TRUE,TRUE,,FALSE,TRUE,FALSE,,TRUE,,
670,,FALSE,FALSE,TRUE,FALSE,,FALSE,,TRUE,,,
672,FALSE,,,,,,,,,,,
673,TRUE,,,FALSE,,,,,,,,
674,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,12,3
675,TRUE,,,,,,,,,,,
676,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,,,,
677,FALSE,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
678,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,6,
679,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,
680,TRUE,FALSE,FALSE,TRUE,,,,,TRUE,,,
681,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,11,
682,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8,
683,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,TRUE,,,
685,FALSE,,,,,,,,,,,
686,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
686,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
687,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,
688,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,5
689,TRUE,,,FALSE,,,,,,,,
690,FALSE,,,,,,,,,,,
691,FALSE,,,,,,,,,,,
692,TRUE,,,TRUE,,,,,,,,
693,TRUE,,,,,,,,,,,
699,TRUE,,,,,,,,,,,
700,TRUE,,,,,,,,,,,
701,TRUE,,,,,,,,,,,
703,TRUE,,,,,,,,,,,
709,TRUE,,,,,,,,,,,
710,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
717,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
718,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,,
720,,,,,,,,,,,,
722,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
723,TRUE,,,,,,,,,,,
724,FALSE,,,,,,,,,,,
725,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
726,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,FALSE,TRUE,,
727,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,
730,FALSE,,,,,,,,,,,
735,TRUE,,,,,,,,,,,
738,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,TRUE,TRUE,,
740,TRUE,FALSE,FALSE,TRUE,,,,,,TRUE,,
748,,,,,,,,,,,,
750,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,7
752,FALSE,,,FALSE,,,,,,,,
763,FALSE,FALSE,,FALSE,,,,,,,,
767,FALSE,,,,,,,,,,,
780,TRUE,,,,,,,,,,,
785,,FALSE,,FALSE,,,,,,,,
786,TRUE,,,,,,,,,,,
790,TRUE,,,,,,,,,,,
791,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,FALSE,,5,
805,,FALSE,FALSE,TRUE,FALSE,,FALSE,,TRUE,,,
808,,,,FALSE,,,,,FALSE,,,
814,,,,TRUE,,,,,,,,
815,,,,FALSE,,,,,FALSE,,,
820,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,1
824,TRUE,,,FALSE,,,,,,,,
838,TRUE,,,,,,,,,,,
842,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,,
844,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
848,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
851,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
853,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
865,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
871,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,FALSE,TRUE,1,
872,TRUE,,,TRUE,,,,,,,,
879,,TRUE,TRUE,TRUE,,,,,TRUE,,,
883,FALSE,,,FALSE,,,,,FALSE,,,
885,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,1,4
894,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
904,TRUE,,,,,,,,,,,
908,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,10,3
915,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
917,TRUE,,,,,,,,,,,
918,FALSE,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
923,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,21,
932,,,,TRUE,,,,,,TRUE,,12
934,,,,,,,,,,,,
938,,FALSE,,FALSE,,,,,,,,
942,TRUE,,,,,,,,,,,
943,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
945,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,,
956,TRUE,,,TRUE,,,,,,TRUE,,4
957,,,,,,,,,,,,
968,,,,,,,,,,,,
970,TRUE,TRUE,,FALSE,,,,,,,,
975,TRUE,,,,,,,,,,,
982,,FALSE,,,,,,,,,,
995,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
1004,TRUE,,,,,,,,,,,
1007,TRUE,,,TRUE,,,,,,TRUE,,
1010,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,3,
1011,TRUE,,,,,,,,,,,
1014,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,3
1018,FALSE,,,,,,,,,,,
1036,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,12,3
1042,TRUE,,,,,,,,,,,
1053,TRUE,,,,,,,,,,,
1054,FALSE,FALSE,,FALSE,,,,,,,,
1056,TRUE,,,,,,,,,,,
1058,FALSE,,,,,,,,,,,
1059,FALSE,FALSE,,TRUE,,,,,,,,
1063,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,
1067,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
1094,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
1095,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1099,FALSE,,,,,,,,,,,
1103,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1105,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,6,
1108,TRUE,,,,,,,,,,,
1116,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1128,TRUE,,,TRUE,,,,,,TRUE,,
1129,FALSE,,,FALSE,,,,,,,,
1130,TRUE,,,FALSE,,,,,,,,
1134,TRUE,FALSE,,FALSE,,,,,,,,
1136,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,5,
1140,TRUE,,,,,,,,,,,
1142,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,17,
1143,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1144,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
1146,FALSE,,,,,,,,,,,
1155,TRUE,TRUE,TRUE,TRUE,,FALSE,,FALSE,,TRUE,,5
1163,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,
1168,,,,TRUE,,,,,,TRUE,,
1169,TRUE,,,TRUE,,,,,,TRUE,,
1172,FALSE,,,,,,,,,,,
1176,,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,,
1177,TRUE,,,FALSE,,,,,,,,
1183,,,,,,,,,,,,
1203,TRUE,,,,,,,,,,,
1234,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1255,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
1257,TRUE,TRUE,,FALSE,,,,,,,,
1261,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1262,,FALSE,,FALSE,,,,,,,,
1263,TRUE,,,,,,,,,,,
1264,FALSE,,,FALSE,,,,,,,,
1272,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,
1276,TRUE,,,TRUE,,,,,TRUE,TRUE,,
1277,TRUE,,,FALSE,,,,,FALSE,,,
1293,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1295,,TRUE,TRUE,TRUE,,,,,TRUE,,,
1302,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
1317,TRUE,,,,,,,,,,,
1323,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
1333,FALSE,,,FALSE,,,,,FALSE,,,
1334,,,,,,,,,,,,
1335,FALSE,,,FALSE,,,,,,,,
1343,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1348,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,1,
1363,TRUE,,,,,,,,,,,
1364,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,FALSE,,20,
1376,TRUE,,,,,,,,,,,
1385,TRUE,,,,,,,,,,,
1388,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,
1395,TRUE,,,,,,,,,,,
1399,TRUE,,,,,,,,,,,
1413,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,1
1414,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7,1
1416,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6,
1428,,FALSE,FALSE,TRUE,FALSE,,FALSE,,TRUE,,,
1439,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,9,2
1440,TRUE,,,,,,,,,,,
1466,,,,,,,,,,,,
1467,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,
1468,FALSE,,,,,,,,,,,
1473,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,
1480,TRUE,,,,,,,,,,,
1487,FALSE,FALSE,,FALSE,,,,,,,,
1492,FALSE,,,FALSE,,,,,FALSE,FALSE,,
1494,,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,,
1498,,TRUE,,TRUE,,,,,,,,
1505,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1508,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1511,FALSE,,,,,,,,,,,
1517,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1518,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
1523,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1527,TRUE,,,,,,,,,,,
1528,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1531,TRUE,,,TRUE,,,,,,,,
1533,FALSE,,,FALSE,,,,,,,,
1536,,,,FALSE,,,,,,,,
1538,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1542,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1556,,,,,,,,,,,,
1569,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,14
1573,FALSE,FALSE,,FALSE,,,,,,,,
1577,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,,
1578,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,6,
1592,FALSE,,,,,,,,,,,
1597,FALSE,FALSE,,FALSE,,,,,,,,
1600,TRUE,,,TRUE,,,,,,TRUE,,
1619,,,,,,,,,,,,
1621,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1623,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,
1628,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,TRUE,,,
1644,,,,,,,,,,,,
1645,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,9
1650,,,,,,,,,,,,
1660,TRUE,TRUE,,TRUE,,,,,,,7,
1671,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1682,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,FALSE,TRUE,,
1691,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8,5
1692,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1693,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,
1694,TRUE,,,,,,,,,,,
1702,FALSE,FALSE,,FALSE,,,,,,,,
1703,,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
1704,TRUE,,,TRUE,,,,,,TRUE,,
1706,TRUE,,,,,,,,,,,
1709,TRUE,FALSE,,FALSE,,,,,,,,
1726,,FALSE,FALSE,TRUE,FALSE,,FALSE,,TRUE,,,
1739,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,
1740,,,,TRUE,,,,,,TRUE,,
1743,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1744,FALSE,,,,,,,,,,,
1750,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,
1751,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1763,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,FALSE,TRUE,5,
1765,FALSE,,,,,,,,,,,
1772,FALSE,,,FALSE,,,,,,,,
1775,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,14,
1778,TRUE,,,,,,,,,,,
1784,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1791,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,1
1806,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1807,TRUE,,,,,,,,,,,
1810,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1816,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,
1826,,,,FALSE,,,,,FALSE,,,
1827,TRUE,,,TRUE,,,,,,,,
1832,,,,,,,,,,,,
1833,,FALSE,,FALSE,,,,,,,,
1835,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
1840,TRUE,,,,,,,,,,,
1887,TRUE,,,FALSE,,,,,,,,
1889,FALSE,,,,,,,,,,,
1890,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,
1896,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1902,,,,,,,,,,,,
1914,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
1936,TRUE,,,,,,,,,,,
1940,TRUE,,,,,,,,,,,
1944,TRUE,FALSE,,FALSE,,,,,,,,
1947,TRUE,,,,,,,,,,,
1949,,,,,,,,,,,,
1952,,,,FALSE,,,,,,,,
1954,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,7
1961,TRUE,FALSE,FALSE,TRUE,,,,,,TRUE,,
1964,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,TRUE,,,
1973,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,16,2
1988,,,,FALSE,,,,,FALSE,,,
1989,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
1991,FALSE,FALSE,,FALSE,,,,,,,,
1999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,2
2001,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,17,
2007,,,,,,,,,,,,
2015,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2016,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2020,TRUE,,,,,,,,,,,
2023,,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
2024,TRUE,,,,,,,,,,,
2028,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,9,
2029,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,7,
2031,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,3
2034,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,
2035,,,,,,,,,,,,
2047,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2050,TRUE,TRUE,FALSE,FALSE,,,,,,,,
2054,TRUE,,,FALSE,,,,,,,,
2060,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2063,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6,
2072,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2076,,,,FALSE,,,,,,,,
2081,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2093,FALSE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2096,FALSE,,,FALSE,,,,,,,,
2098,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,1
2102,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,
2120,TRUE,,,,,,,,,,,
2124,TRUE,,,,,,,,,,,
2132,TRUE,FALSE,,TRUE,,,,,,,,
2142,TRUE,,,,,,,,,,,
2144,,,,FALSE,,,,,,,,
2148,FALSE,TRUE,,FALSE,,,,,,,,
2150,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,1,
2153,TRUE,TRUE,FALSE,FALSE,,TRUE,,FALSE,,FALSE,,
2166,,,,,,,,,,,,
2169,TRUE,FALSE,,FALSE,,,,,,,,
2172,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,2,
2173,TRUE,TRUE,TRUE,TRUE,,TRUE,,FALSE,,TRUE,,
2180,FALSE,,,,,,,,,,,
2186,FALSE,,,,,,,,,,,
2189,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2190,FALSE,FALSE,,FALSE,,,,,,,,
2194,FALSE,FALSE,,FALSE,,,,,,,,
2196,FALSE,,,,,,,,,,,
2209,,TRUE,,FALSE,,,,,,,,
2210,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,,
2217,TRUE,,,,,,,,,,,
2218,FALSE,FALSE,,FALSE,,,,,,,,
2225,,,,,,,,,,,,
2227,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,
2233,FALSE,,,FALSE,,,,,,,,
2239,,FALSE,FALSE,,FALSE,,FALSE,,,,,
2244,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,14,3
2250,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2251,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,7
2255,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,TRUE,,
2259,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,
2260,,,,,,,,,,,,
2265,,,,TRUE,,,,,,TRUE,,1
2268,FALSE,FALSE,,FALSE,,,,,,,,
2271,,TRUE,TRUE,FALSE,TRUE,,TRUE,,FALSE,,,
2272,TRUE,,,,,,,,,,,
2285,FALSE,,,,,,,,,,,
2289,,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2290,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2291,,,,,,,,,,,,
2298,FALSE,,,,,,,,,,,
2306,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,
2308,TRUE,,,FALSE,,,,,,,,
2313,,,,,,,,,,,,
2322,,TRUE,FALSE,FALSE,TRUE,,FALSE,,FALSE,,,
2330,TRUE,,,,,,,,,,,
