"LID","NPLocusDistribution","NPPossClassificationType","NPPossBoundNouns.n","NPPossBoundNouns.Presence","NPPossClassesMultiple.Presence","NPAlienableClasses.n","NPAlienableClasses.Presence","NPInalienableClasses.n","NPInalienableClasses.Presence","NPPossClasses.n","NPPossClasses.Presence","NPPossClassificationAny.Presence"
165,,"classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
232,"Alienable D, inalienable H","classificatory",,,,1,TRUE,1,TRUE,,,
135,"Alienable H, inalienable H","classificatory",1,"some",FALSE,1,TRUE,2,TRUE,2,TRUE,TRUE
495,,"classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
63,,"classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
373,"Alienable D, inalienable split","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
423,"Alienable D, inalienable H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
391,"Alienable D, inalienable split","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
149,"Alienable D, inalienable H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
384,,"classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
10,"Alienable H, inalienable H","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,0,FALSE,FALSE
61,"Alienable D+H, inalienable H","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
493,"Alienable H, inalienable Ø","classificatory",1,"some",FALSE,1,TRUE,2,TRUE,2,TRUE,TRUE
408,"Alienable split, inalienable split","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
406,,"classificatory",2,"some",FALSE,2,TRUE,2,TRUE,2,TRUE,TRUE
648,"Alienables split, inalienables H","classificatory",0,"none",TRUE,2,TRUE,2,TRUE,4,TRUE,TRUE
405,"Alienables split, inalienables H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
325,"Alienables split, inalienables H","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
80,"Alienables split, inalienables H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
407,"Alienables split, inalienables H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
148,"Alienable Ø, inalienable H","classificatory",0,"none",TRUE,1,TRUE,2,TRUE,3,TRUE,TRUE
526,"Alienable Ø, inalienable Ø","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,0,FALSE,FALSE
150,"Alienable H, inalienable H","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,0,FALSE,FALSE
344,,"classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
178,"Alienable split, inalienable Ø","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
422,,"classificatory",0,"none",TRUE,,,,,4,TRUE,TRUE
75,,"classificatory",0,"none",FALSE,1,TRUE,2,TRUE,2,TRUE,TRUE
65,"Other:  F, D on H, or other minor type on one or the other set.","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
55,,"classificatory",1,"some",FALSE,1,TRUE,1,TRUE,0,FALSE,FALSE
645,"Other:  F, D on H, or other minor type on one or the other set.","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
125,"Alienable H, inalienable H","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,0,FALSE,FALSE
89,"Alienable appositive classificatory possessive noun, inalienable H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
50,"Alienable appositive classificatory possessive noun, inalienable H","classificatory",1,"some",FALSE,4,TRUE,12,TRUE,12,TRUE,TRUE
210,"Alienable D, inalienable split","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
101,"Alienable H, inalienable H","classificatory",1,"some",FALSE,2,TRUE,1,TRUE,1,FALSE,FALSE
331,,"classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
208,,"classificatory",2,"some",TRUE,1,TRUE,2,TRUE,3,TRUE,TRUE
442,,"classificatory",0,"none",TRUE,1,TRUE,1,TRUE,3,TRUE,TRUE
553,,"classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
156,,"classificatory",0,"none",FALSE,1,TRUE,2,TRUE,2,TRUE,TRUE
390,"Alienable D, inalienable H","classificatory",0,"none",TRUE,1,TRUE,2,TRUE,3,TRUE,TRUE
167,"Alienable D, inalienable split","classificatory",0,"none",FALSE,1,TRUE,2,TRUE,2,TRUE,TRUE
85,"Alienable D, inalienable H","classificatory",,,FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
378,"Alienables split, inalienables H","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
1750,,"classificatory",,,FALSE,1,TRUE,1,TRUE,1,FALSE,FALSE
388,"Alienable H, inalienable H","classificatory",1,"some",TRUE,2,TRUE,2,TRUE,4,TRUE,TRUE
53,,"classificatory",1,"some",,1,TRUE,1,TRUE,,,FALSE
512,"Alienable H, inalienable Ø","classificatory",2,"some",TRUE,1,TRUE,2,TRUE,3,TRUE,TRUE
564,,"classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
505,,"classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
635,,"classificatory",,,TRUE,1,TRUE,2,TRUE,3,TRUE,TRUE
354,,"classificatory",1,"some",TRUE,1,TRUE,3,TRUE,3,TRUE,TRUE
409,,"classificatory",1,"some",FALSE,2,TRUE,1,TRUE,2,TRUE,TRUE
349,,"classificatory",,,FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
128,,"classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
113,,"classificatory",1,"some",FALSE,1,TRUE,1,TRUE,1,FALSE,FALSE
146,"Alienable H, inalienable H","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
77,"Alienable appositive classificatory possessive noun, inalienable H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
106,"Alienable H, inalienable H","classificatory",1,"some",TRUE,4,TRUE,4,TRUE,4,TRUE,TRUE
43,"Alienable D, inalienable split","classificatory",1,"some",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
558,,"classificatory",,,FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
35,,"classificatory",1,"some",TRUE,1,TRUE,1,TRUE,3,TRUE,TRUE
29,"Alienable H, inalienable H","classificatory",1,"some",,1,TRUE,1,TRUE,,,FALSE
318,"Alienable D, inalienable split","classificatory",0,"none",FALSE,1,TRUE,2,TRUE,2,TRUE,TRUE
329,"Alienable H, inalienable H","classificatory",0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
399,,"semantic",0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
511,"None","semantic",0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
175,,"semantic",0,"none",FALSE,,,,,0,FALSE,FALSE
346,"Alienable D, inalienable D","semantic",0,"none",FALSE,1,TRUE,1,TRUE,0,FALSE,FALSE
467,"Alienable appositive classificatory possessive noun, inalienable H","semantic",1,"some",,4,TRUE,1,TRUE,,,FALSE
48,"None","semantic",0,"none",FALSE,4,TRUE,0,FALSE,0,FALSE,FALSE
138,,,0,"none",TRUE,,,,,,TRUE,TRUE
68,,,,,,,,,,,,
424,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
23,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
24,,,,,,,,,,,,
134,,,,,,,,,,,,
205,,,,,FALSE,,,,,1,FALSE,FALSE
360,,,,,,,,,,,,
108,,,,,,,,,,,,
323,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
355,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
129,,,0,"none",FALSE,,,,,0,FALSE,FALSE
137,"None",,0,"none",FALSE,,,,,0,FALSE,FALSE
66,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
188,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
432,,,,,,,,,,,,
393,,,,,,,,,,,,
646,,,,,,,,,,,,
130,,,0,"none",FALSE,0,FALSE,0,FALSE,1,FALSE,FALSE
327,,,0,"none",FALSE,,,,,1,FALSE,FALSE
654,,,,,,,,,,,,
196,"None",,1,"some",FALSE,0,FALSE,1,TRUE,0,FALSE,FALSE
84,,,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
133,,,,,FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
358,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
356,,,,,,,,,,,,
103,"Alienable D, inalienable H",,0,"none",TRUE,1,TRUE,2,TRUE,3,TRUE,TRUE
39,"Alienable D, inalienable H",,0,"none",FALSE,,,,,2,TRUE,TRUE
34,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
608,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
411,,,,,,,,,,,,
107,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
540,,,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
9,,,0,"none",FALSE,,,,,0,FALSE,FALSE
91,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
6,,,,,,,,,,,,
350,,,0,"none",TRUE,1,TRUE,2,TRUE,4,TRUE,TRUE
357,,,0,"none",FALSE,,,,,1,FALSE,FALSE
347,,,,,,,,,,,,
14,,,0,"none",FALSE,,,,,1,FALSE,FALSE
514,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
120,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
400,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
370,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
21,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
7,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
111,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
31,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
415,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
123,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
534,,,0,"none",FALSE,,,,,1,FALSE,FALSE
402,,,1,"some",TRUE,,,,,3,TRUE,TRUE
651,,,0,"none",FALSE,,,,,2,TRUE,TRUE
535,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
368,"Alienable H, inalienable H",,,,FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
369,"Alienable D, inalienable H",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
28,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
419,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
211,"None",,0,"none",FALSE,0,FALSE,0,FALSE,1,FALSE,FALSE
207,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
367,"Alienable D, inalienable H",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
139,"None",,0,"none",FALSE,,,,,0,FALSE,FALSE
121,"Alienable D, inalienable split",,,,FALSE,,,1,TRUE,2,TRUE,TRUE
191,"Alienables split, inalienables H",,2,"some",TRUE,3,TRUE,2,TRUE,5,TRUE,TRUE
481,,,0,"none",FALSE,,,,,1,FALSE,FALSE
435,,,0,"none",FALSE,,,,,1,FALSE,FALSE
126,"Alienables split, inalienables H",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
662,,,0,"none",FALSE,,,,,1,FALSE,FALSE
660,,,0,"none",FALSE,,,,,1,FALSE,FALSE
387,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
172,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
403,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
36,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
343,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
212,"Alienables split, inalienables H",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
136,"Alienable Ø, inalienable H",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
413,,,0,"none",FALSE,,,,,2,TRUE,TRUE
722,,,1,"some",FALSE,,,,,1,FALSE,FALSE
109,"Alienable Ø, inalienable H",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
71,"Alienable D, inalienable Ø",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
668,,,1,"some",FALSE,,,,,1,FALSE,FALSE
81,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
201,"Alienable H, inalienable H",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
650,,,0,"none",FALSE,,,,,2,TRUE,TRUE
629,,,0,"none",FALSE,,,,,1,FALSE,FALSE
2050,,,1,"some",,1,TRUE,1,TRUE,,,FALSE
566,,,0,"none",FALSE,,,,,1,FALSE,FALSE
25,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
206,,,0,"none",FALSE,,,,,1,FALSE,FALSE
496,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
33,"None",,0,"none",FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE
38,"Alienable D, inalienable H",,0,"none",FALSE,1,TRUE,1,TRUE,2,TRUE,TRUE
