"LID","AdjAttrAgr.Presence","AdjAttrConstr.Presence","AdjAttrGvt.Presence","AdjAttrMarking.overt.Presence","NPAgr.Presence","NPConstr.Presence","NPGvt.Presence","NPMarking.overt.Presence"
2859,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2885,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2946,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2994,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3000,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3002,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
3003,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3004,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
